dist_code,month,fuel_type_petrol,fuel_type_diesel,fuel_type_electric,fuel_type_others,vehicleClass_MotorCycle,vehicleClass_MotorCar,vehicleClass_AutoRickshaw,vehicleClass_Agriculture,vehicleClass_others,seatCapacity_1_to_3,seatCapacity_4_to_6,seatCapacity_above_6,Brand_new_vehicles,Pre-owned_vehicles,category_Non-Transport,category_Transport
20_3,2022-05-01,834,190,12,5,736,127,12,69,97,891,135,15,993,48,932,109
23_1,2022-05-01,2941,875,27,20,2550,454,20,351,488,3335,435,91,3736,127,3365,498
14_4,2022-05-01,956,220,9,9,874,83,16,87,134,1065,112,17,1156,38,1049,145
15_1,2022-05-01,17691,2267,872,208,13286,6347,2,29,1374,14296,5722,972,18577,2461,19735,1303
15_1,2022-06-01,21087,3187,1029,650,16312,7009,0,42,2590,18012,6567,1337,22938,3015,23438,2515
18_2,2022-06-01,1668,343,6,11,1471,209,17,106,225,1752,218,58,1971,57,1794,234
20_3,2022-06-01,942,235,12,0,848,132,7,111,91,1036,127,26,1124,65,1095,94
21_3,2022-06-01,953,390,9,14,880,107,27,229,123,1220,127,19,1298,68,1220,146
21_7,2022-06-01,949,492,6,4,799,112,18,284,238,1254,169,28,1390,61,1199,252
14_1,2022-06-01,1999,551,17,15,1771,313,81,142,275,2139,374,65,2407,175,2231,351
17_3,2022-06-01,1994,690,17,59,1736,342,27,444,211,2322,332,104,2621,139,2535,225
14_3,2022-06-01,1235,620,4,12,1063,194,29,180,405,1596,236,37,1785,86,1447,424
20_2,2022-06-01,1704,265,42,22,1517,222,12,109,173,1735,254,44,1926,107,1848,185
14_2,2022-06-01,918,217,14,4,866,78,8,87,114,1033,89,27,1107,46,1033,120
20_4,2022-06-01,1352,360,23,6,1212,208,25,136,160,1499,204,38,1611,130,1560,181
15_3,2022-06-01,2993,740,30,18,2557,552,180,232,260,2983,709,89,3523,258,3350,431
19_3,2022-06-01,1299,255,11,6,1119,235,20,46,151,1289,209,63,1458,113,1406,165
23_1,2022-06-01,2818,1043,36,23,2443,486,33,413,545,3313,501,104,3717,203,3353,567
23_2,2022-06-01,2066,1009,53,40,1830,345,47,437,509,2663,369,134,3045,123,2618,550
19_2,2022-06-01,1033,248,52,6,964,141,15,98,121,1130,166,43,1306,33,1205,134
23_3,2022-06-01,1731,623,28,28,1431,340,9,268,362,2000,348,58,2301,109,2047,363
20_1,2022-06-01,2612,1631,57,43,1976,475,60,148,1684,3305,796,226,4118,225,2632,1711
14_4,2022-06-01,864,303,21,3,782,128,26,127,128,1014,154,21,1130,61,1043,148
16_1,2022-06-01,23776,2243,1182,1084,20321,5332,743,2,1887,21474,5714,1085,24535,3750,25709,2576
15_2,2022-06-01,20400,3045,962,324,16529,6076,0,31,2095,17940,5530,1217,21941,2790,22694,2037
17_2,2022-06-01,4864,939,159,176,4039,1341,127,220,411,4591,1274,247,5467,671,5623,515
18_1,2022-06-01,3147,580,87,15,2750,562,79,155,283,3131,607,91,3667,162,3473,356
17_1,2022-06-01,1324,719,10,49,1156,223,23,377,323,1828,209,65,2014,88,1764,338
22_1,2022-06-01,2990,1089,19,222,2584,578,252,379,527,3431,772,115,4025,295,3677,643
21_5,2022-06-01,1182,476,2,20,1060,114,54,195,257,1446,185,49,1607,73,1378,302
22_2,2022-06-01,1776,772,13,2,1532,319,83,353,276,2115,376,70,2445,118,2204,359
19_1,2022-06-01,893,225,9,2,780,152,47,14,136,895,180,54,1088,41,948,181
21_2,2022-06-01,2008,403,44,68,1762,297,76,106,284,2058,389,78,2394,131,2171,354
19_4,2022-06-01,544,145,2,0,509,37,12,16,117,628,52,11,666,25,564,127
19_1,2022-07-01,933,184,33,0,883,121,40,15,91,985,150,15,1109,41,1019,131
19_4,2022-07-01,366,112,2,0,335,41,6,12,86,423,49,8,465,15,388,92
22_2,2022-07-01,1395,604,10,4,1159,277,76,139,362,1591,343,71,1918,95,1581,432
21_5,2022-07-01,1031,314,4,38,923,122,58,102,182,1173,182,31,1341,46,1147,240
22_1,2022-07-01,2390,956,16,217,2019,553,243,179,585,2746,723,106,3363,216,2797,782
18_1,2022-07-01,2243,436,196,24,2118,430,88,82,181,2336,488,73,2709,190,2634,265
18_2,2022-07-01,1249,219,22,10,1103,160,26,62,149,1263,204,33,1430,70,1329,171
17_2,2022-07-01,4248,843,239,182,3506,1263,170,124,449,3990,1272,246,4856,656,4913,599
15_2,2022-07-01,17964,2815,860,367,14425,5649,0,31,1901,15625,5188,1083,19475,2531,20154,1852
16_1,2022-07-01,21496,2226,1260,994,18524,5147,589,6,1710,19512,5404,1056,22275,3701,23736,2240
14_4,2022-07-01,839,290,12,16,778,106,31,108,134,992,128,29,1098,59,996,161
15_1,2022-07-01,18395,2734,1112,393,13733,6922,6,40,1933,15096,6327,1120,19790,2844,20773,1861
21_2,2022-07-01,1616,284,28,103,1419,234,100,79,199,1632,354,43,1894,137,1739,292
17_1,2022-07-01,941,367,26,51,834,191,29,140,191,1156,208,21,1284,101,1173,212
23_3,2022-07-01,1497,461,22,35,1202,389,24,153,247,1571,374,68,1874,141,1746,269
20_2,2022-07-01,1194,222,46,8,1074,195,12,103,86,1233,209,28,1343,127,1376,94
23_2,2022-07-01,1727,631,56,44,1569,251,52,230,356,2097,286,73,2335,123,2058,400
20_1,2022-07-01,2006,1381,112,53,1532,377,101,99,1443,2638,729,173,3321,231,2024,1528
21_3,2022-07-01,854,251,12,14,772,91,18,120,130,999,116,16,1075,56,987,144
21_7,2022-07-01,750,307,14,4,662,110,14,199,90,927,126,22,1022,53,971,104
14_1,2022-07-01,1985,508,21,24,1732,358,59,115,274,2045,399,82,2369,169,2211,327
17_3,2022-07-01,1512,503,82,63,1387,299,40,277,157,1789,336,35,1971,189,1971,189
14_3,2022-07-01,1387,455,10,17,1204,199,20,143,303,1600,235,34,1784,85,1552,317
20_3,2022-07-01,527,142,26,2,478,93,6,42,78,586,92,19,656,41,613,84
14_2,2022-07-01,967,261,3,0,918,81,8,106,118,1132,76,23,1164,67,1109,122
20_4,2022-07-01,836,261,26,6,743,143,16,76,151,950,145,34,1039,90,962,167
15_3,2022-07-01,2313,583,86,47,1966,496,129,176,262,2338,611,78,2827,202,2654,375
19_3,2022-07-01,860,294,20,10,725,188,23,68,180,930,195,55,1080,104,981,203
23_1,2022-07-01,2706,748,42,57,2402,442,68,236,405,2970,495,88,3358,195,3089,464
19_2,2022-07-01,944,190,27,10,855,134,34,64,84,969,170,32,1125,46,1053,118
23_3,2022-08-01,1648,298,37,69,1389,338,38,79,208,1628,367,55,1953,99,1812,240
21_2,2022-08-01,2032,180,62,162,1854,292,151,37,104,1958,416,62,2255,183,2187,251
19_1,2022-08-01,840,180,36,0,757,138,30,23,108,884,161,11,1023,33,920,136
22_2,2022-08-01,1673,379,23,16,1471,284,54,116,166,1709,324,54,1960,131,1877,214
21_5,2022-08-01,1080,177,6,69,967,121,82,26,136,1090,211,29,1266,66,1114,218
22_1,2022-08-01,3053,443,41,233,2677,561,253,135,148,2938,749,87,3509,265,3383,391
19_4,2022-08-01,452,101,14,0,424,52,22,7,62,483,68,14,539,28,483,84
17_2,2022-08-01,4802,886,261,389,3833,1543,327,79,556,4358,1735,229,5620,718,5482,856
17_1,2022-08-01,1212,268,24,64,1027,251,63,75,152,1240,310,18,1478,90,1363,205
15_2,2022-08-01,20361,2840,1151,378,16617,6225,8,16,1864,17820,5776,1044,21812,2918,22909,1821
16_1,2022-08-01,24384,2114,2782,1152,22585,5331,981,6,1529,23539,5921,960,26239,4193,27976,2456
14_4,2022-08-01,848,215,13,7,765,115,32,69,102,922,149,12,1022,61,959,124
15_1,2022-08-01,21234,2934,1442,665,16093,7696,10,33,2443,17561,7434,1221,23171,3104,23882,2393
18_1,2022-08-01,3167,483,142,16,2781,655,90,84,198,3008,677,121,3575,233,3536,272
20_1,2022-08-01,2843,775,90,158,2260,511,120,48,929,2803,882,179,3554,314,2829,1039
14_3,2022-08-01,1335,354,14,10,1161,217,29,130,176,1429,245,37,1628,85,1516,197
23_1,2022-08-01,2845,509,35,73,2443,500,81,126,312,2793,591,78,3212,250,3079,383
18_2,2022-08-01,1598,207,24,21,1408,249,34,51,108,1526,274,50,1786,64,1718,132
20_3,2022-08-01,1039,183,44,10,943,179,22,43,89,1065,192,19,1194,82,1167,109
21_3,2022-08-01,939,174,14,30,827,136,33,76,85,966,171,20,1070,87,1043,114
21_7,2022-08-01,882,168,35,21,783,137,18,94,74,919,167,20,1038,68,1014,92
14_1,2022-08-01,2006,375,32,23,1775,325,60,46,230,1998,391,47,2217,219,2152,284
17_3,2022-08-01,2027,343,103,97,1840,365,62,127,178,2107,410,55,2362,210,2340,232
23_2,2022-08-01,1966,388,65,60,1805,275,65,79,255,2096,342,41,2269,210,2171,308
19_2,2022-08-01,1001,159,49,12,898,180,20,57,66,1005,197,19,1166,55,1141,80
20_2,2022-08-01,1361,200,32,10,1202,207,16,65,113,1337,209,57,1521,82,1480,123
14_2,2022-08-01,1150,195,5,6,1094,79,20,61,102,1245,99,12,1275,81,1236,120
20_4,2022-08-01,1227,200,30,4,1078,215,31,40,97,1190,245,26,1344,117,1339,122
15_3,2022-08-01,2459,532,75,78,2056,608,142,112,226,2328,724,92,2894,250,2800,344
19_3,2022-08-01,1229,264,30,6,1069,231,58,18,153,1217,269,41,1403,126,1330,199
23_1,2022-09-01,3216,693,56,63,2866,500,86,197,379,3385,552,91,3781,247,3573,455
19_3,2022-09-01,976,219,24,10,843,149,45,33,159,977,230,20,1129,100,1025,204
15_3,2022-09-01,2369,702,72,142,2042,569,227,139,308,2446,751,88,3027,258,2767,518
20_4,2022-09-01,1068,202,41,14,947,196,54,60,68,1056,244,25,1229,96,1208,117
14_2,2022-09-01,1000,215,2,0,961,72,19,60,105,1120,76,21,1116,101,1103,114
20_2,2022-09-01,1264,239,42,12,1139,172,24,117,105,1327,189,41,1481,76,1428,129
17_3,2022-09-01,1745,501,64,104,1551,356,60,228,219,1946,402,66,2218,196,2147,267
14_3,2022-09-01,1274,553,12,20,1108,215,35,242,259,1575,248,36,1757,102,1575,284
18_2,2022-09-01,1384,332,34,26,1223,231,32,104,186,1450,264,62,1692,84,1560,216
14_1,2022-09-01,1765,523,39,14,1555,370,65,71,280,1865,407,63,2181,160,2010,331
21_7,2022-09-01,925,226,18,4,826,130,8,147,62,1029,131,13,1093,80,1104,69
21_3,2022-09-01,909,243,17,43,827,117,52,118,102,1034,159,23,1108,108,1064,152
23_2,2022-09-01,1952,507,41,67,1751,326,78,181,231,2107,375,83,2417,150,2264,303
19_2,2022-09-01,935,242,60,23,887,149,50,97,77,1048,180,32,1199,61,1135,125
20_3,2022-09-01,768,210,52,8,739,113,27,85,74,896,136,6,950,88,939,99
20_1,2022-09-01,2572,687,114,88,1973,456,118,115,803,2452,844,169,3192,273,2554,911
21_2,2022-09-01,1900,268,74,211,1697,309,215,52,184,1911,495,51,2275,182,2060,397
23_3,2022-09-01,1618,606,12,79,1383,335,61,185,351,1874,378,63,2169,146,1921,394
15_1,2022-09-01,20345,3014,1303,887,15735,7359,6,36,2413,16966,7325,1232,22284,3265,23212,2337
14_4,2022-09-01,923,265,6,12,808,137,32,107,122,1009,165,32,1079,127,1064,142
16_1,2022-09-01,23069,2104,2304,1309,21066,4931,1102,0,1687,22192,5547,1047,24874,3912,26055,2731
17_2,2022-09-01,4849,940,444,588,3972,1513,533,142,661,4707,1839,263,6068,753,5665,1156
17_1,2022-09-01,1069,433,37,81,932,230,67,180,211,1307,280,33,1502,118,1364,256
15_2,2022-09-01,19679,3176,1308,371,16007,6494,4,34,1992,17484,5796,1220,21484,3050,22625,1909
19_4,2022-09-01,442,131,6,2,429,27,23,16,86,528,44,9,558,23,472,109
22_1,2022-09-01,3098,951,113,395,2794,559,407,142,655,3530,939,88,4226,331,3604,953
21_5,2022-09-01,1007,220,7,93,915,113,90,48,161,1088,216,23,1245,82,1081,246
22_2,2022-09-01,1695,450,30,16,1462,328,45,156,200,1782,363,46,2019,172,1949,242
19_1,2022-09-01,843,235,45,0,807,117,24,37,138,976,138,9,1057,66,961,162
18_1,2022-09-01,2827,579,157,31,2511,603,98,156,226,2850,634,110,3339,255,3306,288
20_2,2022-10-01,1196,186,57,8,1149,119,33,90,56,1284,152,11,1359,88,1359,88
19_3,2022-10-01,1113,207,10,11,1002,133,51,30,125,1133,183,25,1239,102,1165,176
15_3,2022-10-01,2329,501,40,83,2089,361,164,173,166,2401,501,51,2721,232,2635,318
20_4,2022-10-01,1042,192,37,20,965,129,32,73,93,1108,160,23,1182,110,1173,119
14_2,2022-10-01,1225,174,12,4,1194,57,7,81,76,1347,57,11,1309,106,1334,81
19_2,2022-10-01,883,271,87,10,896,99,29,141,86,1118,116,17,1215,36,1140,111
23_1,2022-10-01,2928,632,45,28,2732,298,51,249,303,3263,339,31,3423,210,3285,348
17_3,2022-10-01,1311,385,55,60,1222,190,46,230,123,1557,231,23,1701,110,1651,160
14_1,2022-10-01,1860,344,35,7,1696,231,71,67,181,1920,287,38,2108,138,2001,245
21_7,2022-10-01,790,204,13,13,730,83,11,157,39,920,88,12,970,50,970,50
21_3,2022-10-01,698,193,17,26,657,66,27,115,69,831,94,9,885,49,839,95
20_3,2022-10-01,733,203,23,5,687,85,8,74,110,861,90,13,898,66,848,116
14_3,2022-10-01,1203,515,6,7,1075,113,31,123,389,1527,182,22,1634,97,1315,416
23_2,2022-10-01,1776,780,70,49,1723,179,47,232,494,2423,207,45,2531,144,2134,541
18_2,2022-10-01,1356,257,16,27,1250,131,33,63,179,1439,175,41,1579,77,1449,207
23_3,2022-10-01,1361,396,14,44,1252,152,45,217,149,1600,189,26,1726,89,1625,190
15_1,2022-10-01,15261,1521,793,608,12544,4384,1,39,1215,13140,4417,611,15852,2331,16994,1189
14_4,2022-10-01,1020,189,9,4,965,68,38,69,82,1098,114,10,1164,58,1103,119
16_1,2022-10-01,18235,1105,1520,802,16852,3086,666,0,1057,17640,3564,455,18905,2757,19947,1715
15_2,2022-10-01,15682,1725,746,221,13600,3650,1,34,1089,14443,3342,580,16401,1973,17320,1054
17_2,2022-10-01,3950,696,181,275,3389,941,292,177,303,3836,1154,110,4573,529,4529,573
17_1,2022-10-01,1020,397,19,43,926,139,49,174,191,1283,175,20,1404,75,1250,229
20_1,2022-10-01,2102,409,103,85,1799,287,104,86,426,2080,531,91,2500,202,2180,522
19_4,2022-10-01,480,128,8,2,463,27,25,7,96,559,52,7,590,28,497,121
22_1,2022-10-01,2345,777,42,195,2084,341,206,164,564,2713,568,78,3181,178,2619,740
21_5,2022-10-01,957,213,4,42,908,69,45,63,131,1082,115,19,1153,63,1040,176
22_2,2022-10-01,1651,476,14,32,1513,168,90,217,185,1886,252,35,2040,133,1901,272
19_1,2022-10-01,1021,205,26,4,954,113,16,63,110,1121,121,13,1203,53,1131,125
21_2,2022-10-01,1713,190,44,122,1604,184,115,42,125,1746,290,34,1943,127,1834,236
18_1,2022-10-01,2698,420,167,20,2573,352,80,141,159,2843,427,35,3118,187,3071,234
19_3,2022-11-01,664,166,17,11,584,121,32,16,105,687,140,29,779,79,721,137
15_3,2022-11-01,863,226,14,67,751,141,85,73,120,912,235,23,1081,89,973,197
20_4,2022-11-01,602,139,20,19,520,108,29,44,79,614,135,31,706,74,672,108
14_2,2022-11-01,499,102,8,1,472,42,4,44,48,563,42,5,562,48,558,52
20_2,2022-11-01,659,120,33,10,619,79,13,65,46,722,83,17,759,63,764,58
19_2,2022-11-01,530,144,35,5,513,66,14,70,51,630,79,5,681,33,650,64
21_7,2022-11-01,537,145,21,10,496,72,10,92,43,626,79,8,668,45,660,53
17_3,2022-11-01,902,288,69,55,872,144,43,161,94,1111,179,23,1188,126,1179,135
14_1,2022-11-01,975,274,30,26,884,163,53,59,146,1065,201,38,1192,113,1107,198
21_3,2022-11-01,470,145,9,25,438,51,26,82,52,564,72,13,609,40,571,78
20_3,2022-11-01,339,133,40,8,326,69,6,56,63,437,67,15,479,41,451,69
18_2,2022-11-01,721,148,10,19,640,100,17,54,87,740,127,31,837,61,797,101
23_1,2022-11-01,1575,438,38,28,1436,222,31,165,225,1797,251,31,1947,132,1826,253
14_3,2022-11-01,660,336,8,14,530,96,11,80,301,836,164,18,967,51,718,300
23_2,2022-11-01,1052,675,56,42,979,159,42,125,520,1569,183,71,1699,126,1269,556
20_1,2022-11-01,1137,267,73,62,853,214,61,64,347,1023,423,93,1428,111,1136,403
23_3,2022-11-01,852,290,13,29,752,137,21,146,128,1013,150,21,1094,90,1039,145
15_1,2022-11-01,10403,1548,851,183,8208,3826,3,53,895,8962,3451,571,11401,1584,12121,864
14_4,2022-11-01,421,155,10,11,393,63,13,58,70,511,75,11,562,35,518,79
16_1,2022-11-01,12041,966,1336,834,10859,2750,730,2,835,11425,3244,505,13069,2108,13624,1553
15_2,2022-11-01,10763,1184,939,223,9173,3078,7,8,843,9775,2834,491,11254,1855,12281,828
17_1,2022-11-01,686,259,23,34,630,89,35,116,132,872,116,14,936,66,838,164
18_1,2022-11-01,1448,287,104,19,1335,263,66,86,108,1513,299,46,1744,114,1688,170
17_2,2022-11-01,2361,487,167,261,1958,742,234,85,257,2255,921,100,2903,373,2802,474
22_1,2022-11-01,1373,457,54,144,1201,294,147,78,308,1506,469,53,1900,128,1577,451
21_5,2022-11-01,521,135,8,32,480,54,43,46,73,586,102,8,652,44,580,116
22_2,2022-11-01,968,247,13,39,848,163,77,85,94,1015,231,21,1176,91,1100,167
19_1,2022-11-01,499,150,24,3,475,66,11,43,81,595,72,9,643,33,584,92
21_2,2022-11-01,866,150,32,76,806,105,80,41,93,921,181,23,1037,88,953,172
19_4,2022-11-01,241,85,7,1,228,21,12,6,67,298,33,3,316,18,255,79
20_2,2022-12-01,692,121,26,11,589,153,17,42,49,672,167,11,799,51,785,65
19_3,2022-12-01,645,152,29,6,525,160,28,19,100,626,177,28,763,69,710,122
15_3,2022-12-01,892,316,17,89,709,218,94,96,197,955,320,39,1213,101,1033,281
20_4,2022-12-01,674,137,21,10,522,185,19,39,77,611,206,25,768,74,746,96
14_2,2022-12-01,472,82,3,4,419,66,5,36,35,487,66,8,512,49,522,39
19_2,2022-12-01,490,149,24,5,437,106,11,63,50,548,112,8,641,27,609,59
18_2,2022-12-01,915,164,21,24,799,142,23,41,119,930,170,24,1069,55,990,134
17_3,2022-12-01,1019,270,40,50,884,224,22,134,115,1107,232,40,1269,110,1249,130
14_1,2022-12-01,1065,328,13,58,893,252,71,76,172,1111,320,33,1377,87,1229,235
21_7,2022-12-01,452,176,22,15,389,95,14,93,74,544,108,13,619,46,581,84
21_3,2022-12-01,442,124,11,28,377,90,28,56,55,481,113,12,572,34,527,79
20_3,2022-12-01,461,98,24,9,400,96,13,29,54,475,107,10,543,49,525,67
23_1,2022-12-01,1551,391,29,33,1229,389,41,107,238,1531,429,44,1831,173,1736,268
14_3,2022-12-01,717,380,11,25,496,141,15,76,405,851,246,36,1084,49,721,412
23_2,2022-12-01,1075,351,29,84,873,208,59,96,303,1132,313,92,1443,96,1182,357
19_4,2022-12-01,229,96,8,0,207,35,20,7,64,275,53,5,316,17,252,81
23_3,2022-12-01,804,241,28,41,657,213,32,61,151,849,221,44,1025,89,939,175
20_1,2022-12-01,1368,265,44,76,925,375,53,56,344,1083,524,146,1630,123,1363,390
14_4,2022-12-01,449,156,7,9,360,102,10,82,67,487,110,24,584,37,549,72
16_1,2022-12-01,11527,1031,1040,552,9431,3571,383,0,765,9847,3743,560,12076,2074,13015,1135
15_2,2022-12-01,11079,1401,869,229,8040,4649,7,7,875,8674,4282,614,11726,1852,12717,861
17_2,2022-12-01,2523,566,200,207,1813,1098,153,103,329,2185,1145,164,3101,395,3035,461
17_1,2022-12-01,735,287,30,46,620,175,37,121,145,873,205,20,1032,66,919,179
15_1,2022-12-01,11086,1653,727,426,7424,5330,1,62,1075,8069,5131,680,12274,1618,12861,1031
22_1,2022-12-01,1419,302,41,117,1112,430,115,48,174,1282,532,65,1726,153,1594,285
21_5,2022-12-01,518,145,14,27,458,81,37,43,85,571,112,21,654,50,584,120
22_2,2022-12-01,885,248,17,102,704,256,117,91,85,868,343,42,1179,74,1056,197
19_1,2022-12-01,448,133,20,3,385,95,20,26,78,481,108,15,568,36,507,97
18_1,2022-12-01,1549,280,92,17,1313,398,62,58,107,1462,418,58,1806,132,1770,168
21_2,2022-12-01,954,161,50,65,809,220,64,42,95,917,279,34,1132,98,1073,157
16_1,2023-01-01,20869,1488,2237,191,19770,3862,48,0,1105,20643,3463,673,21059,3726,23647,1138
23_3,2023-01-01,1681,465,29,56,1489,253,63,148,278,1899,300,30,2087,144,1896,335
21_2,2023-01-01,1938,337,91,163,1860,228,203,93,151,2082,405,48,2334,201,2185,350
19_1,2023-01-01,1073,296,41,4,1019,111,41,82,161,1261,137,16,1359,55,1218,196
22_2,2023-01-01,2105,518,44,196,1996,202,250,176,239,2382,437,42,2713,150,2384,479
21_5,2023-01-01,1308,291,18,54,1258,85,76,75,177,1489,154,24,1583,88,1422,249
18_1,2023-01-01,2829,459,209,20,2632,454,146,90,195,2881,580,52,3291,226,3192,325
19_4,2023-01-01,733,196,18,4,715,39,41,23,133,868,75,8,909,42,777,174
17_1,2023-01-01,1087,298,33,79,962,203,88,56,188,1193,279,25,1400,97,1231,266
17_2,2023-01-01,4082,823,254,383,3538,1049,373,203,379,4070,1269,199,4941,601,4807,735
15_2,2023-01-01,17231,2433,1599,284,15220,4442,12,30,1843,16794,3976,759,19014,2533,19771,1776
20_1,2023-01-01,1919,410,114,100,1643,395,100,51,354,1874,535,124,2339,204,2097,446
22_1,2023-01-01,3536,619,105,215,3236,434,251,150,404,3637,715,121,4142,333,3823,652
23_2,2023-01-01,2530,728,91,102,2425,213,114,164,535,3034,335,78,3235,216,2804,647
18_2,2023-01-01,1550,265,44,11,1386,192,69,57,166,1564,275,31,1777,93,1642,228
19_3,2023-01-01,1261,352,26,5,1146,177,90,78,153,1367,240,37,1498,146,1401,243
15_3,2023-01-01,2092,635,67,212,1876,389,278,210,255,2319,606,83,2801,207,2485,523
20_4,2023-01-01,1183,275,50,10,1067,191,42,61,157,1261,223,34,1402,116,1325,193
14_2,2023-01-01,1046,221,2,4,997,75,21,103,77,1175,83,15,1194,79,1177,96
20_2,2023-01-01,1165,171,46,16,1092,143,36,56,71,1209,173,16,1299,99,1291,107
19_2,2023-01-01,1083,275,47,6,1013,132,32,151,81,1240,144,27,1354,57,1301,110
14_3,2023-01-01,1313,446,22,34,1156,173,54,113,319,1516,266,31,1699,116,1454,361
17_3,2023-01-01,1827,374,77,60,1751,216,76,132,167,2036,269,37,2158,184,2104,238
14_1,2023-01-01,1529,377,47,150,1416,209,209,64,205,1654,373,74,1969,134,1702,401
21_7,2023-01-01,1040,311,28,18,965,123,30,225,54,1238,131,28,1323,74,1313,84
21_3,2023-01-01,1008,201,12,61,937,87,66,89,103,1110,144,28,1199,83,1115,167
20_3,2023-01-01,812,143,73,6,759,131,16,41,87,868,141,25,953,81,938,96
14_4,2023-01-01,912,241,22,26,867,84,48,91,111,1062,114,25,1154,47,1050,151
23_1,2023-01-01,3645,780,93,110,3416,380,183,184,465,4023,523,82,4337,291,3988,640
15_1,2023-01-01,16854,2234,1582,220,14112,4974,8,34,1762,15466,4533,867,18149,2741,19156,1734
19_4,2023-02-01,421,113,4,1,405,20,32,20,62,485,50,4,522,17,445,94
20_3,2023-02-01,452,62,19,2,407,59,8,24,37,460,72,3,492,43,490,45
18_2,2023-02-01,941,130,15,14,846,103,38,39,74,934,144,22,1042,58,993,107
15_1,2023-02-01,9265,1531,642,122,7012,3486,2,38,1022,7815,3100,634,10214,1346,10597,963
14_4,2023-02-01,477,113,9,30,423,65,41,31,69,508,110,11,592,37,525,104
16_1,2023-02-01,10772,946,1048,93,9672,2429,31,0,727,10131,2133,591,11030,1829,12147,712
15_2,2023-02-01,9450,1179,846,125,7943,2691,9,3,952,8631,2472,485,10051,1549,10674,926
17_2,2023-02-01,2658,442,200,243,2197,717,256,96,277,2532,902,109,3143,400,3026,517
17_1,2023-02-01,684,141,21,36,633,95,42,26,86,736,131,15,822,60,756,126
22_1,2023-02-01,1436,352,78,106,1297,262,141,90,182,1524,395,53,1834,138,1654,318
21_5,2023-02-01,598,134,6,25,546,55,43,40,79,644,100,19,696,67,643,120
22_2,2023-02-01,1077,279,19,125,957,180,170,68,125,1134,328,38,1402,98,1209,291
19_1,2023-02-01,528,140,19,2,505,53,27,33,71,606,75,8,663,26,592,97
21_2,2023-02-01,866,114,38,66,794,126,73,17,75,868,189,28,995,90,944,141
23_3,2023-02-01,827,213,13,46,702,145,50,69,133,888,185,24,1041,58,921,178
18_1,2023-02-01,1566,215,66,11,1425,237,68,50,78,1538,286,32,1725,133,1718,140
23_2,2023-02-01,1035,334,31,50,937,140,48,80,245,1200,198,51,1333,117,1158,292
21_3,2023-02-01,436,90,13,27,390,50,31,36,59,469,87,9,534,32,476,90
20_1,2023-02-01,1021,182,63,43,818,230,58,35,171,938,324,49,1207,105,1087,225
21_7,2023-02-01,528,150,10,8,475,76,20,91,34,595,84,17,653,43,642,54
14_1,2023-02-01,933,155,17,111,811,149,127,32,97,914,272,30,1120,96,995,221
17_3,2023-02-01,938,170,31,37,860,128,37,56,95,994,159,22,1065,111,1048,128
19_2,2023-02-01,590,121,31,6,560,69,20,55,44,656,82,10,719,29,686,62
14_3,2023-02-01,647,178,6,16,541,84,31,44,147,689,142,16,807,40,674,173
14_2,2023-02-01,426,80,5,1,386,58,1,36,31,453,48,11,478,34,481,31
20_4,2023-02-01,578,109,37,8,525,90,28,21,68,600,119,13,672,60,645,87
15_3,2023-02-01,913,237,15,140,814,117,185,71,118,976,306,23,1210,95,1009,296
19_3,2023-02-01,728,152,10,7,646,102,44,25,80,738,139,20,814,83,776,121
23_1,2023-02-01,1415,369,28,74,1205,267,76,130,208,1508,335,42,1765,121,1606,280
20_2,2023-02-01,732,108,34,5,692,84,29,30,44,758,110,11,811,68,811,68
23_1,2023-03-01,3020,844,78,253,2632,543,268,261,491,3275,798,114,3911,284,3445,750
14_2,2023-03-01,1097,278,8,15,1014,117,16,112,139,1240,136,22,1308,90,1253,145
19_3,2023-03-01,1556,340,20,6,1342,265,113,34,168,1516,371,35,1778,144,1642,280
15_3,2023-03-01,3088,616,91,361,2623,639,425,201,270,3001,1079,78,3869,289,3474,684
20_4,2023-03-01,1279,253,57,32,1127,241,68,63,122,1281,301,39,1481,140,1449,172
20_2,2023-03-01,1636,207,179,16,1620,231,36,62,89,1752,256,30,1873,165,1927,111
21_3,2023-03-01,902,193,23,64,782,165,61,71,105,913,220,51,1110,74,1025,159
14_3,2023-03-01,1560,458,42,49,1342,242,78,158,289,1702,349,56,2015,94,1757,352
17_3,2023-03-01,2069,431,138,79,1882,380,76,164,217,2206,451,62,2523,196,2434,285
14_1,2023-03-01,1971,498,57,213,1707,367,269,111,285,2037,657,45,2545,194,2197,542
21_7,2023-03-01,1271,357,19,24,1130,172,44,247,78,1435,224,12,1583,88,1549,122
23_2,2023-03-01,2013,742,70,132,1736,359,121,208,533,2324,506,127,2759,198,2317,640
19_2,2023-03-01,1221,269,64,10,1137,173,36,82,136,1340,206,18,1485,79,1400,164
20_1,2023-03-01,2222,402,191,112,1884,525,157,46,319,2106,691,130,2664,267,2472,459
15_1,2023-03-01,21146,3017,2003,224,16085,8036,22,30,2217,17477,7568,1237,22797,3593,24276,2114
21_2,2023-03-01,1832,269,107,82,1647,311,116,53,165,1814,395,83,2047,245,2021,271
19_1,2023-03-01,1344,345,60,4,1272,170,69,72,170,1509,224,20,1680,73,1520,233
22_2,2023-03-01,2161,644,43,173,1852,407,265,202,297,2316,655,52,2794,229,2469,554
