dist_code,month,sector,investment in cr,number_of_employees
20_2,01-08-2019,Agro based incl Cold Storages,0.246,7
20_2,01-08-2019,Beverages,0.22,7
20_3,01-08-2019,Granite and Stone Crushing,0.24,12
21_2,01-08-2019,Beverages,0.02,2
21_3,01-08-2019,Beverages,0.04,2
20_1,01-08-2019,Granite and Stone Crushing,5.9,47
23_1,01-08-2019,Plastic and Rubber,1.9104,12
23_3,01-08-2019,Solar and Other Renewable Energy,15,50
15_1,01-08-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,10
15_1,01-08-2019,Agro based incl Cold Storages,0.7125,20
14_1,01-08-2019,Granite and Stone Crushing,0.01,15
23_3,01-08-2019,Pharmaceuticals and Chemicals,0.1925,5
23_3,01-08-2019,Food Processing,0.15,12
23_3,01-08-2019,Agro based incl Cold Storages,3.45,25
19_1,01-08-2019,Pharmaceuticals and Chemicals,0.06,5
19_1,01-08-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.37,10
14_3,01-08-2019,Food Processing,0.8675,18
22_2,01-08-2019,Granite and Stone Crushing,2.3,0
23_2,01-08-2019,Food Processing,0.255,3
23_2,01-08-2019,Granite and Stone Crushing,0.25,20
23_2,01-08-2019,Pharmaceuticals and Chemicals,0.15,50
23_2,01-08-2019,Thermal Power Plant,87,9
18_2,01-08-2019,Paper and Printing,0.1,10
17_2,01-08-2019,Textiles,0.6307,14
17_2,01-08-2019,Plastic and Rubber,0.9509,75
17_2,01-08-2019,Pharmaceuticals and Chemicals,42.8596,447
17_2,01-08-2019,Others,119.261,312
17_2,01-08-2019,Granite and Stone Crushing,5.5,10
17_2,01-08-2019,Food Processing,0,50
17_2,01-08-2019,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.25,20
17_2,01-08-2019,Engineering,1.45,90
17_2,01-08-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.45,10
19_3,01-08-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.48,30
19_3,01-08-2019,Engineering,0.09,5
15_1,01-08-2019,Engineering,7.3156,308
15_1,01-08-2019,Food Processing,0.24,10
19_1,01-08-2019,Textiles,2.2,20
23_1,01-08-2019,Engineering,2.4964,9
17_3,01-08-2019,Pharmaceuticals and Chemicals,69.1998,132
17_3,01-08-2019,Food Processing,1.21,9
18_1,01-08-2019,Beverages,0.02,2
20_1,01-08-2019,Textiles,0.1,6
20_1,01-08-2019,Paper and Printing,0.25,15
18_1,01-08-2019,Engineering,0.29,14
20_1,01-08-2019,Food Processing,1.2787,12
23_1,01-08-2019,Agro based incl Cold Storages,1.125,16
20_1,01-08-2019,Agro based incl Cold Storages,1.2335,39
19_2,01-08-2019,Engineering,0,7
18_1,01-08-2019,Food Processing,4.3438,14
18_1,01-08-2019,Granite and Stone Crushing,0.18,4
20_1,01-08-2019,Engineering,0.13,3
15_1,01-08-2019,"Real Estate,Industrial Parks and IT Buildings",490.6,15000
15_1,01-08-2019,Others,0.25,20
15_1,01-08-2019,Pharmaceuticals and Chemicals,150,100
15_1,01-08-2019,Plastic and Rubber,2.8819,24
15_1,01-08-2019,Wood and Leather,0.25,10
18_1,01-08-2019,Wood and Leather,0.24,5
19_2,01-08-2019,Food Processing,0,3
15_1,01-09-2019,Textiles,644.75,390
15_1,01-09-2019,Wood and Leather,0.94,72
20_4,01-09-2019,Engineering,0.5,8
18_1,01-09-2019,Agro based incl Cold Storages,0.39,2
15_1,01-09-2019,Pharmaceuticals and Chemicals,0.9,60
15_1,01-09-2019,Paper and Printing,3,50
17_2,01-09-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",2.8505,13
22_2,01-09-2019,Paper and Printing,4.5719,45
15_1,01-09-2019,"Real Estate,Industrial Parks and IT Buildings",210.296,16155
18_2,01-09-2019,Food Processing,1.9814,34
19_1,01-09-2019,Beverages,0.195,3
21_3,01-09-2019,Beverages,1.83,15
19_2,01-09-2019,Agro based incl Cold Storages,0.08,3
19_2,01-09-2019,Beverages,0,3
19_2,01-09-2019,Food Processing,0,2
21_3,01-09-2019,Food Processing,0.07,4
21_3,01-09-2019,Textiles,0.37,50
17_2,01-09-2019,Engineering,2.192,0
17_2,01-09-2019,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",2,50
14_1,01-09-2019,Wood and Leather,0.31,60
14_1,01-09-2019,R&D,190.0581,1650
14_1,01-09-2019,Pharmaceuticals and Chemicals,770.97,0
14_1,01-09-2019,Paper and Printing,0.8,2
14_1,01-09-2019,Granite and Stone Crushing,1,30
21_3,01-09-2019,Agro based incl Cold Storages,0.3,11
15_1,01-09-2019,Granite and Stone Crushing,1,15
15_1,01-09-2019,Engineering,7.5034,57
14_3,01-09-2019,Others,0.24,20
18_2,01-09-2019,Agro based incl Cold Storages,0.27,6
20_2,01-09-2019,Engineering,0.061,4
20_2,01-09-2019,Beverages,0.2408,10
20_2,01-09-2019,Agro based incl Cold Storages,1,25
22_2,01-09-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.47,33
20_4,01-09-2019,Food Processing,0.9,117
20_4,01-09-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.15,4
15_2,01-09-2019,Electrical and Electronic Products,4.6,0
15_2,01-09-2019,Engineering,28.6906,325
15_2,01-09-2019,Food Processing,44.6761,99
15_2,01-09-2019,Granite and Stone Crushing,6.8,5
15_2,01-09-2019,Paper and Printing,1.0888,28
15_1,01-09-2019,Food Processing,0.48,100
15_2,01-09-2019,Pharmaceuticals and Chemicals,31.5244,840
15_2,01-09-2019,R&D,7.1,60
15_2,01-09-2019,"Real Estate,Industrial Parks and IT Buildings",73.0818,1365
15_2,01-09-2019,Wood and Leather,0.15,9
23_1,01-09-2019,Agro based incl Cold Storages,0.23,5
23_1,01-09-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.7438,10
23_1,01-09-2019,Food Processing,0.22,12
20_2,01-09-2019,Food Processing,0.35,25
22_2,01-09-2019,Engineering,0.5,10
19_1,01-09-2019,Engineering,0.029,3
18_1,01-09-2019,Food Processing,0.9452,41
18_1,01-09-2019,Engineering,1.6776,10
18_1,01-09-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.98,15
15_2,01-09-2019,Plastic and Rubber,154.9527,593
15_2,01-09-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.2,5
17_1,01-09-2019,Plastic and Rubber,0.65,25
17_1,01-09-2019,Pharmaceuticals and Chemicals,0.8,6
20_1,01-09-2019,Granite and Stone Crushing,5.7087,142
20_1,01-09-2019,Food Processing,0.828,35
20_1,01-09-2019,Engineering,0.415,105
20_3,01-09-2019,Engineering,0.25,20
20_1,01-09-2019,Agro based incl Cold Storages,0.585,26
20_3,01-09-2019,Food Processing,1.224,181
20_3,01-09-2019,Textiles,0.75,45
21_6,01-09-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.0892,6
21_2,01-09-2019,Granite and Stone Crushing,6.0527,81
21_2,01-09-2019,Food Processing,3.71,50
21_2,01-09-2019,Beverages,0.0763,2
14_4,01-09-2019,Food Processing,0.9,9
14_5,01-09-2019,Food Processing,1.1,18
14_5,01-09-2019,Granite and Stone Crushing,1.3,8
23_2,01-09-2019,Agro based incl Cold Storages,0.13,4
23_2,01-09-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,6
23_2,01-09-2019,Plastic and Rubber,0.61,18
15_3,01-09-2019,Food Processing,14.37,84
19_3,01-09-2019,Food Processing,0.05,2
17_2,01-09-2019,R&D,28.95,107
23_3,01-09-2019,Pharmaceuticals and Chemicals,0.15,50
21_7,01-09-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",2,19
21_7,01-09-2019,Food Processing,0.3123,15
19_4,01-09-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.395,12
16_1,01-09-2019,Pharmaceuticals and Chemicals,2.3706,20
17_3,01-09-2019,R&D,4.21,40
17_3,01-09-2019,Agro based incl Cold Storages,0.22,5
20_1,01-09-2019,Plastic and Rubber,0.25,20
20_1,01-09-2019,Wood and Leather,0.25,10
21_2,01-09-2019,Agro based incl Cold Storages,0.46,12
20_4,01-09-2019,Agro based incl Cold Storages,0.3345,20
17_1,01-09-2019,Engineering,7.23,48
17_1,01-09-2019,Food Processing,0.6,11
17_1,01-09-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.9925,12
17_1,01-09-2019,Beverages,1.6175,16
17_2,01-09-2019,Plastic and Rubber,0.109,8
17_2,01-09-2019,Pharmaceuticals and Chemicals,95.17,220
22_1,01-09-2019,Wood and Leather,1.0119,20
22_1,01-09-2019,Granite and Stone Crushing,4.4565,26
22_1,01-09-2019,Food Processing,2.185,22
22_1,01-09-2019,Engineering,0.025,4
22_1,01-09-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.15,8
22_1,01-09-2019,Agro based incl Cold Storages,0.9935,18
22_1,01-09-2019,Plastic and Rubber,0.56,12
20_3,01-09-2019,Agro based incl Cold Storages,0.985,57
17_2,01-09-2019,Others,2.0875,57
21_5,01-09-2019,Food Processing,14.9262,60
21_5,01-09-2019,Agro based incl Cold Storages,0.15,4
21_2,01-09-2019,Textiles,0.95,20
21_2,01-09-2019,Plastic and Rubber,0.15,10
21_2,01-09-2019,Wood and Leather,0.5274,6
20_3,01-10-2019,Agro based incl Cold Storages,0.4315,16
18_1,01-10-2019,Others,0.236,15
18_1,01-10-2019,Plastic and Rubber,1.144,11
17_2,01-10-2019,Electrical and Electronic Products,0.45,21
18_1,01-10-2019,Food Processing,8.14,45
21_2,01-10-2019,Agro based incl Cold Storages,0.54,10
21_2,01-10-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.0537,2
18_2,01-10-2019,Food Processing,4.2819,50
18_1,01-10-2019,Wood and Leather,0.2,10
21_3,01-10-2019,Agro based incl Cold Storages,0.36,16
17_3,01-10-2019,Food Processing,2.98,25
21_3,01-10-2019,Plastic and Rubber,0.2475,5
17_2,01-10-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",2,20
20_4,01-10-2019,Agro based incl Cold Storages,1.17,7
20_4,01-10-2019,Beverages,0.25,4
17_3,01-10-2019,Pharmaceuticals and Chemicals,1.8,100
17_3,01-10-2019,R&D,10,10
15_1,01-10-2019,Electrical and Electronic Products,0.24,16
18_1,01-10-2019,Engineering,0.5056,15
17_2,01-10-2019,Beverages,87.7463,0
20_4,01-10-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.2948,14
21_3,01-10-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.06,2
15_1,01-10-2019,Engineering,276.654,352
18_1,01-10-2019,Beverages,0.3371,9
15_1,01-10-2019,Pharmaceuticals and Chemicals,0.291,18
18_1,01-10-2019,Agro based incl Cold Storages,2.4395,18
14_1,01-10-2019,R&D,1.85,700
14_1,01-10-2019,Pharmaceuticals and Chemicals,17.12,480
20_3,01-10-2019,Textiles,0.2425,10
14_1,01-10-2019,Food Processing,105.005,80
14_1,01-10-2019,Engineering,0.4062,13
17_2,01-10-2019,Plastic and Rubber,20.82,1254
14_1,01-10-2019,Agro based incl Cold Storages,0.5538,3
20_3,01-10-2019,Food Processing,0.55,45
20_3,01-10-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.3925,27
17_2,01-10-2019,R&D,2.39,30
23_2,01-10-2019,Granite and Stone Crushing,5.41,50
17_2,01-10-2019,Pharmaceuticals and Chemicals,13.1196,112
15_1,01-10-2019,Granite and Stone Crushing,0.24,20
17_2,01-10-2019,Others,0.6344,10
17_2,01-10-2019,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",2.015,25
17_2,01-10-2019,Engineering,5.3539,108
23_1,01-10-2019,Pharmaceuticals and Chemicals,0.5,60
21_2,01-10-2019,Wood and Leather,0.14,0
23_1,01-10-2019,Food Processing,5.596,143
14_2,01-10-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",4.4,9
14_2,01-10-2019,Food Processing,0.1738,10
17_2,01-10-2019,"Real Estate,Industrial Parks and IT Buildings",20.21,990
18_1,01-10-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.234,9
15_1,01-10-2019,Textiles,0.972,15
15_1,01-10-2019,"Real Estate,Industrial Parks and IT Buildings",732.763,22500
21_2,01-10-2019,Granite and Stone Crushing,7.21,91
21_2,01-10-2019,Food Processing,0.38,4
17_2,01-10-2019,Granite and Stone Crushing,7.5001,30
21_2,01-10-2019,Plastic and Rubber,0.035,1
17_2,01-10-2019,Agro based incl Cold Storages,1.15,16
14_4,01-10-2019,Granite and Stone Crushing,0.25,10
19_3,01-10-2019,Food Processing,0.1,4
22_2,01-10-2019,Engineering,0.09,3
14_4,01-10-2019,Food Processing,0.93,18
21_6,01-10-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.15,8
15_2,01-10-2019,Granite and Stone Crushing,0.2,9
15_2,01-10-2019,Paper and Printing,11.35,111
15_2,01-10-2019,Pharmaceuticals and Chemicals,0.2436,7
15_2,01-10-2019,Plastic and Rubber,8.3168,92
15_2,01-10-2019,R&D,3.59,210
20_2,01-10-2019,Wood and Leather,0.5,17
19_3,01-10-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.3,26
20_1,01-10-2019,Wood and Leather,0.24,15
19_2,01-10-2019,Textiles,0.7,20
19_2,01-10-2019,Plastic and Rubber,0.25,10
22_1,01-10-2019,Beverages,0.12,4
15_3,01-10-2019,Food Processing,0.05,1
20_2,01-10-2019,Food Processing,2.2027,64
20_2,01-10-2019,Engineering,0.23,10
20_2,01-10-2019,Agro based incl Cold Storages,0.855,22
15_3,01-10-2019,Agro based incl Cold Storages,7.6,20
19_2,01-10-2019,Food Processing,1.956,15
19_2,01-10-2019,Engineering,0.9,15
20_1,01-10-2019,Agro based incl Cold Storages,1,47
20_1,01-10-2019,Granite and Stone Crushing,1.93,15
20_1,01-10-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.48,75
22_2,01-10-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.3,10
20_1,01-10-2019,Engineering,0.45,20
20_1,01-10-2019,Food Processing,0.7988,50
22_2,01-10-2019,Food Processing,0.035,1
15_2,01-10-2019,Food Processing,1.1,29
15_2,01-10-2019,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",1.6167,39
21_5,01-10-2019,Agro based incl Cold Storages,0.101,5
15_2,01-10-2019,Electrical and Electronic Products,4.1834,178
19_4,01-10-2019,Granite and Stone Crushing,0,8
19_1,01-10-2019,Agro based incl Cold Storages,0.08,1
19_1,01-10-2019,Beverages,0.09,2
19_1,01-10-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.02,10
17_3,01-10-2019,Agro based incl Cold Storages,0.705,14
17_2,01-10-2019,Textiles,6.0984,70
19_4,01-10-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.15,8
22_1,01-10-2019,Granite and Stone Crushing,0.595,36
17_1,01-10-2019,Agro based incl Cold Storages,0.25,5
17_1,01-10-2019,Electrical and Electronic Products,11.0671,100
17_1,01-10-2019,Food Processing,4.7621,56
17_1,01-10-2019,R&D,0.8,20
23_3,01-10-2019,Agro based incl Cold Storages,12.12,8
15_2,01-10-2019,Engineering,10.6192,179
19_3,01-10-2019,Agro based incl Cold Storages,0.25,6
14_3,01-10-2019,Granite and Stone Crushing,0.24,0
15_2,01-10-2019,Agro based incl Cold Storages,0.65,30
21_7,01-10-2019,Food Processing,0.49,12
20_4,01-10-2019,Engineering,0.5,8
21_5,01-10-2019,Textiles,0.032,10
21_5,01-10-2019,Food Processing,4.016,55
21_5,01-10-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.062,18
22_1,01-11-2019,Agro based incl Cold Storages,1.1405,15
22_1,01-11-2019,Food Processing,0.9375,36
22_1,01-11-2019,Granite and Stone Crushing,1.072,62
18_1,01-11-2019,Food Processing,0.26,9
18_1,01-11-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.5,10
23_2,01-11-2019,Granite and Stone Crushing,0.5,18
17_1,01-11-2019,Plastic and Rubber,0.24,50
22_1,01-11-2019,Pharmaceuticals and Chemicals,3.6,45
22_1,01-11-2019,Engineering,0.187,10
18_1,01-11-2019,Wood and Leather,0.02,2
17_1,01-11-2019,Pharmaceuticals and Chemicals,0.25,5
17_1,01-11-2019,Granite and Stone Crushing,0.078,85
22_1,01-11-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.04,8
18_1,01-11-2019,Beverages,0.15,3
17_1,01-11-2019,Food Processing,1.5,15
20_1,01-11-2019,Granite and Stone Crushing,1.23,40
18_1,01-11-2019,Agro based incl Cold Storages,0.21,6
17_2,01-11-2019,Others,0.31,9
17_2,01-11-2019,Paper and Printing,14.6985,20
17_2,01-11-2019,Pharmaceuticals and Chemicals,13.4,899
17_2,01-11-2019,Plastic and Rubber,8.7384,50
17_2,01-11-2019,R&D,2.421,35
17_2,01-11-2019,Textiles,0.25,8
19_4,01-11-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.15,8
21_2,01-11-2019,Textiles,3.8,80
21_2,01-11-2019,Granite and Stone Crushing,1.07,38
21_2,01-11-2019,Engineering,0.2,0
21_2,01-11-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,6
21_2,01-11-2019,Beverages,0.04,4
21_2,01-11-2019,Agro based incl Cold Storages,0.6075,22
19_4,01-11-2019,Engineering,0.22,8
19_4,01-11-2019,Food Processing,0.1,18
17_2,01-11-2019,Food Processing,4.031,65
17_2,01-11-2019,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.12,8
17_2,01-11-2019,Engineering,4.0784,56
17_2,01-11-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",2.25,50
20_1,01-11-2019,Pharmaceuticals and Chemicals,0.2,2
20_1,01-11-2019,Paper and Printing,0.25,8
14_1,01-11-2019,Textiles,0.3695,4
14_1,01-11-2019,Plastic and Rubber,2.556,38
14_1,01-11-2019,Pharmaceuticals and Chemicals,45,450
14_1,01-11-2019,Paper and Printing,0.5145,50
14_1,01-11-2019,Others,0.6811,10
15_3,01-11-2019,Food Processing,0.046,0
14_1,01-11-2019,Granite and Stone Crushing,4.25,50
14_1,01-11-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,8
20_1,01-11-2019,Food Processing,0.4857,23
20_1,01-11-2019,Engineering,1.1575,15
20_1,01-11-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.6,24
20_1,01-11-2019,Beverages,0.25,10
20_1,01-11-2019,Agro based incl Cold Storages,1.3528,25
17_2,01-11-2019,Agro based incl Cold Storages,5.7496,12
14_1,01-11-2019,Food Processing,65.0591,96
17_1,01-11-2019,Wood and Leather,4.001,30
19_1,01-11-2019,Beverages,0.13,3
19_3,01-11-2019,Engineering,0.13,2
15_2,01-11-2019,Others,35.598,20
21_3,01-11-2019,Food Processing,0.055,5
21_3,01-11-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.2744,17
21_3,01-11-2019,Beverages,0.05,2
21_3,01-11-2019,Agro based incl Cold Storages,0.4738,15
15_2,01-11-2019,Granite and Stone Crushing,0.25,9
15_2,01-11-2019,Paper and Printing,0.5371,25
15_2,01-11-2019,Food Processing,5.2268,41
15_2,01-11-2019,Electrical and Electronic Products,8.1911,65
15_2,01-11-2019,Agro based incl Cold Storages,2.0523,18
20_4,01-11-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.35,8
23_2,01-11-2019,Food Processing,0.15,5
20_4,01-11-2019,Beverages,0.05,2
14_3,01-11-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.6,15
15_2,01-11-2019,Engineering,25.3714,354
14_3,01-11-2019,Plastic and Rubber,3,10
15_2,01-11-2019,Pharmaceuticals and Chemicals,59.5908,228
15_2,01-11-2019,R&D,2.7535,50
19_1,01-11-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,5
17_3,01-11-2019,Wood and Leather,0.12,12
15_2,01-11-2019,Textiles,0.24,105
15_2,01-11-2019,"Real Estate,Industrial Parks and IT Buildings",66.9072,1365
17_3,01-11-2019,Textiles,0.19,12
17_3,01-11-2019,Pharmaceuticals and Chemicals,0.2,9
15_2,01-11-2019,Plastic and Rubber,2.425,50
15_1,01-11-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,10
15_1,01-11-2019,Engineering,2.2246,24
15_1,01-11-2019,Food Processing,4.201,50
15_1,01-11-2019,Granite and Stone Crushing,0.25,10
15_1,01-11-2019,R&D,0.5,5
15_1,01-11-2019,"Real Estate,Industrial Parks and IT Buildings",145.1785,10200
17_3,01-11-2019,Engineering,1.93,25
20_4,01-11-2019,Food Processing,0.465,43
18_2,01-11-2019,Paper and Printing,0.1325,4
18_2,01-11-2019,Textiles,0.1,8
18_2,01-11-2019,Agro based incl Cold Storages,0.36,14
22_2,01-11-2019,Agro based incl Cold Storages,0.27,9
23_3,01-11-2019,Food Processing,0.15,45
18_2,01-11-2019,Food Processing,3.036,20
23_3,01-11-2019,Others,0.15,16
20_3,01-11-2019,Agro based incl Cold Storages,0.729,39
20_3,01-11-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.245,12
22_2,01-11-2019,Beverages,0.23,5
20_3,01-11-2019,Engineering,0.235,8
23_3,01-11-2019,Pharmaceuticals and Chemicals,2.43,45
20_3,01-11-2019,Granite and Stone Crushing,1.2425,10
20_3,01-11-2019,Pharmaceuticals and Chemicals,0.4875,27
20_3,01-11-2019,Textiles,0.8675,38
20_3,01-11-2019,Wood and Leather,0.575,32
19_3,01-11-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.47,28
20_3,01-11-2019,Food Processing,0.3475,35
22_2,01-11-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,10
23_3,01-11-2019,Granite and Stone Crushing,3,20
21_5,01-11-2019,Agro based incl Cold Storages,0.051,5
23_1,01-11-2019,Agro based incl Cold Storages,0.75,23
23_1,01-11-2019,Electrical and Electronic Products,1.2,15
23_1,01-11-2019,Wood and Leather,0.2,5
22_2,01-11-2019,Food Processing,0.23,3
14_2,01-11-2019,Others,1.415,15
20_2,01-11-2019,Others,0.12,2
20_2,01-11-2019,Granite and Stone Crushing,0.25,20
23_3,01-11-2019,Agro based incl Cold Storages,0.18,4
20_2,01-11-2019,Engineering,0.56,27
20_2,01-11-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.1122,4
20_2,01-11-2019,Beverages,0.09,4
20_2,01-11-2019,Agro based incl Cold Storages,0.276,6
19_2,01-11-2019,Food Processing,0.1,9
22_2,01-11-2019,Paper and Printing,950,0
20_2,01-11-2019,Food Processing,0.263,6
15_1,01-11-2019,Electrical and Electronic Products,0.2418,40
17_3,01-12-2019,Pharmaceuticals and Chemicals,3.1295,35
17_3,01-12-2019,Food Processing,9.8,25
17_3,01-12-2019,Beverages,2,15
21_2,01-12-2019,Agro based incl Cold Storages,0.6898,12
21_2,01-12-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.53,28
21_2,01-12-2019,Engineering,0.026,4
21_2,01-12-2019,Food Processing,1.21,11
21_2,01-12-2019,Granite and Stone Crushing,4.925,51
17_1,01-12-2019,Food Processing,6.01,73
18_1,01-12-2019,Engineering,0.1875,12
19_3,01-12-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.14,5
19_3,01-12-2019,Food Processing,0.75,25
